1000
100 547
462 16
394 114
176 488
418 668
402 122
170 531
368 667
778 293
484 741
530 657
354 265
108 498
358 581
198 320
1028 342
670 583
958 367
786 247
770 162
454 988
900 203
576 2
1042 680
998 586
678 885
834 399
1076 637
684 146
690 462
586 14
388 184
758 121
880 424
464 646
780 170
182 55
238 24
752 414
564 93
622 423
184 966
820 161
334 691
146 808
622 57
262 516
718 234
480 575
950 68
1092 92
834 15
454 514
568 220
480 932
352 65
148 280
214 951
328 432
436 543
510 43
816 214
724 918
872 806
300 995
792 134
552 417
1088 784
932 937
204 703
256 928
158 633
992 119
680 620
394 689
1040 138
202 480
260 897
362 903
286 355
814 728
354 377
724 510
872 664
528 580
810 916
124 302
280 914
924 920
1058 775
320 744
1038 455
478 930
648 558
810 80
382 616
340 629
966 940
1074 272
876 573
776 818
232 1
640 32
668 753
812 100
934 90
312 318
620 692
798 790
574 110
510 158
218 786
534 556
136 451
990 63
666 61
846 805
1016 650
846 549
374 982
678 879
1066 596
314 17
1056 826
614 29
728 874
1042 362
558 108
300 304
1018 934
336 908
976 500
150 429
876 215
248 686
566 842
414 688
462 683
1086 807
816 810
640 834
498 869
934 694
778 222
238 984
826 846
344 726
688 666
446 754
794 530
962 13
1024 370
464 571
880 856
684 266
682 288
214 333
330 136
142 228
414 213
248 730
1082 544
994 941
1002 39
562 924
142 628
174 471
580 190
208 496
160 627
296 31
750 839
262 418
132 478
132 890
104 254
562 285
378 752
692 788
908 760
776 443
260 40
536 0
142 74
1040 504
824 880
724 192
858 891
1054 107
470 854
172 607
908 873
452 768
1066 720
514 935
618 271
814 45
588 444
1098 545
922 331
354 759
1000 796
572 813
220 381
736 224
310 977
226 852
198 79
588 561
522 375
710 380
968 518
682 465
850 767
1010 303
328 378
278 528
636 978
1086 20
936 836
710 99
864 440
744 911
1064 81
534 323
160 909
286 685
248 832
352 602
286 597
1072 260
606 764
186 200
248 697
728 947
526 956
458 740
854 422
624 340
650 30
276 625
938 133
520 96
564 502
688 906
134 857
792 312
570 394
374 913
482 284
406 964
986 953
246 189
756 968
950 511
682 538
520 644
136 766
534 364
772 936
1026 550
210 971
280 638
816 373
360 225
908 4
242 821
422 983
366 442
470 705
678 187
246 997
308 780
802 238
710 41
600 922
836 82
106 485
1070 70
112 798
490 112
378 94
998 785
340 239
1034 199
552 584
626 410
454 779
292 824
1062 706
830 900
220 309
172 626
1010 427
640 961
136 795
522 137
784 895
164 292
492 599
858 713
742 551
640 761
1068 37
444 748
954 887
568 259
180 725
666 678
244 645
896 58
760 929
226 446
794 69
1000 572
160 704
246 541
528 743
218 855
144 663
194 508
948 291
264 182
970 346
564 917
508 21
1008 831
986 661
896 75
1072 336
380 430
656 958
418 50
624 711
624 155
466 862
182 681
796 944
546 227
748 814
644 923
344 815
408 237
770 582
742 273
1014 774
830 927
594 770
442 460
652 565
638 783
536 264
502 235
506 894
406 954
966 390
914 231
1018 529
556 652
712 67
694 476
540 379
268 428
716 865
768 416
496 113
1082 223
852 230
896 863
530 603
204 256
442 973
478 615
218 999
112 535
120 392
132 262
548 435
318 321
178 996
100 771
856 376
318 676
206 912
262 513
328 600
776 696
1078 28
952 901
234 454
394 989
546 867
674 699
562 926
164 278
344 166
662 695
850 18
800 294
458 98
280 296
608 421
800 295
362 801
726 327
814 809
1088 736
462 598
262 840
306 335
540 841
966 253
1064 822
462 494
1074 776
930 252
692 578
750 449
908 123
544 560
884 439
202 980
694 283
164 765
368 724
462 486
112 631
930 484
214 708
516 258
290 811
1098 623
1024 526
694 727
1066 33
652 267
408 470
1054 870
718 723
274 255
964 674
864 316
142 42
632 601
226 896
820 505
464 552
522 483
470 871
272 38
670 987
960 226
1080 739
266 942
728 452
1052 693
332 168
740 682
884 861
150 268
156 345
778 7
150 473
1080 555
372 95
820 585
336 700
386 301
774 441
956 211
264 520
342 23
720 553
1010 135
876 185
550 738
730 722
240 66
974 564
806 919
116 338
544 619
666 175
800 447
414 548
294 191
754 34
352 413
638 159
242 205
402 588
398 193
920 453
156 116
378 349
896 360
876 46
320 173
886 604
254 787
880 157
1052 88
498 527
204 117
962 642
274 749
654 343
298 400
414 396
232 506
1004 950
134 143
382 398
570 145
836 274
696 721
468 3
490 105
652 991
710 707
632 389
956 236
1008 533
156 401
716 812
286 864
656 169
494 86
210 803
444 750
648 124
990 22
100 819
750 353
1094 847
666 757
924 769
354 797
864 782
942 563
